"Original XML Dita File","UUID"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_introduction.xml","d45d4841-5024-452b-a3ad-68e1a4cb79f0"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_overview.xml","62e3919c-6f50-4a63-84f9-6046b6a1ad6a"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_overview-of-the-player.xml","c274d4c2-e524-43e8-9706-5b3539b41d89"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_considerations.xml","49026d1f-0303-4a46-8080-c089c762ba8e"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_requirements.xml","95d33d17-bb0e-433d-8317-095f60d0f162"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_content-playback-options.xml","f2aa3c8b-bba4-4a81-b365-480af814d513"
"primetime-master/TVSDK-3.0-for-iOS/t_psdk_ios_3.0_create-a-video-player.xml","c1d9c62d-94b8-4a65-9690-7f271ae79af8"
"primetime-master/TVSDK-3.0-for-iOS/t_psdk_ios_3.0_mediaplayer-set-up-ios.xml","cdce7628-69b8-4af0-8baf-79c2f41a744c"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_notification.xml","0951b4cb-d86e-497e-9011-8cb8e2ca41d3"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_configure-ui.xml","8cc653c3-b745-4462-801e-0ba0864ac5f6"
"primetime-master/TVSDK-3.0-for-iOS/t_psdk_ios_3.0_ui-state-prepared-wait-for.xml","19bf68a7-f110-412c-a13c-4b79cce7e19c"
"primetime-master/TVSDK-3.0-for-iOS/t_psdk_ios_3.0_implement-pause-play.xml","e2a94c3a-0f1f-41da-820d-10305eaa4b06"
"primetime-master/TVSDK-3.0-for-iOS/t_psdk_ios_3.0_display-video-duration.xml","e32bf779-fe12-4bbf-8b57-7e2745ae14a5"
"primetime-master/TVSDK-3.0-for-iOS/t_psdk_ios_3.0_display-current-remaining-time.xml","7b99ba41-be65-47a9-9284-5ac4e6158175"
"primetime-master/TVSDK-3.0-for-iOS/t_psdk_ios_3.0_display-seek-scrub-bar.xml","1dd15b98-3271-4f7d-ac4a-115a77198672"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_abr-control-quality.xml","0d4c9f13-26bd-4d09-b59a-0de1684f9f74"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_qos-statistics-monitor.xml","54031e58-8a3d-45fb-a17f-a49803bb9e1b"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_mediaplayerobjects-working-with.xml","e80eea3e-4f11-45f3-9268-de9cd2673281"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_instant-on-ios.xml","08249db9-7557-4412-92ac-d4785fa23f77"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_advertising.xml","f53d6a40-a08e-4cae-b769-65373f1a788b"
"primetime-master/TVSDK-3.0-for-iOS/r_psdk_ios_3.0_advertising-requirements.xml","b8b718ff-02ac-4f41-879b-522274e16765"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_partialad-break-insertion.xml","2983fe0e-5d62-4aaa-a5a3-61441a375c47"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_ad-insertion-about.xml","ef0342f9-7c58-426f-9a32-24f699d80920"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_playback-post1.2.xml","83aebe97-1123-4fd7-925b-7346ce5b9ae2"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_playback-customize.xml","027337aa-a0c9-47d2-900e-58a4ad9ec4ab"
"primetime-master/TVSDK-3.0-for-iOS/c_ios_lazy-ad-resolving.xml","16ea6841-abe2-4898-b46a-02b299d37172"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_primetime-ad-serving-metadata.xml","8f80d61f-02c5-436a-82a5-29201c71a2ae"
"primetime-master/TVSDK-3.0-for-iOS/r_psdk_ios_3.0_ad-signaling-mode.xml","225414eb-6ac7-4dd0-a5da-2b64b5bcb1fe"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_companion-banner-ads.xml","dbf7e522-6b64-4705-b571-d3fe6155dccd"
"primetime-master/TVSDK-3.0-for-iOS/r_psdk_ios_3.0_companion-banner-data.xml","e307114d-f007-4810-bde4-fa71f1ce68d2"
"primetime-master/TVSDK-3.0-for-iOS/t_psdk_ios_3.0_companion-banner-ads-display.xml","6e37f078-7143-46e5-8748-df2a927c276d"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_clickable-ads.xml","b33f51a3-9c75-402c-8c17-1caec82b502e"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_ad-transcoding.xml","94c8e29d-53bc-4804-8d0a-bb89af9ca124"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_ad-measurements-from-moat.xml","19212d64-ef46-4eae-9a17-c990fd2073f8"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_vpaid-2.0_ads.xml","9fcc4871-9756-408f-bc7d-5d89cec622ac"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_ad-fallback.xml","f0d8d946-2b31-4b43-876f-bc7074e6be54"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_ad-loading-for-a-DVR-window.xml","28c732ff-a813-4e46-8ced-bd10e6177a66"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_custom-tags-configure.xml","0a17aa6f-2f2b-4c1c-b380-103ea1617d4e"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_custom-tags-overview.xml","4d09a76e-af32-4541-a87f-195d1edababd"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_custom-tags-psdkconfig-methods.xml","46445627-0e6c-47d8-bdb0-1509062bf0ff"
"primetime-master/TVSDK-3.0-for-iOS/r_psdk_ios_3.0_custom-tags-timedmetadata-class.xml","31e94234-cea4-4275-90ed-462bc7de2a6d"
"primetime-master/TVSDK-3.0-for-iOS/t_psdk_ios_3.0_custom-tags-subscribe.xml","6d844db9-13c9-431d-9b25-adb2b0988f0e"
"primetime-master/TVSDK-3.0-for-iOS/t_psdk_ios_3.0_custom-tags-receive-notifications.xml","fb1cabeb-78e7-4ce7-9cf1-02d2dd9db0a0"
"primetime-master/TVSDK-3.0-for-iOS/t_psdk_ios_3.0_timed-metadata-store.xml","be0c109b-41bb-4b77-a1c0-3ae8b268d375"
"primetime-master/TVSDK-3.0-for-iOS/t_psdk_ios_3.0_timed-metadata-use.xml","8c68c4de-94c8-420e-938c-5a1c90d7c861"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_updating-rules.xml","eb546c93-db51-4913-88cd-c6b30f625afc"
"primetime-master/TVSDK-3.0-for-iOS/r_psdk_ios_3.0_priority-rule.xml","38c38349-8809-493a-9a48-6367ff18a12a"
"primetime-master/TVSDK-3.0-for-iOS/r_psdk_ios_3.0_normalize-rule.xml","96bca91f-da72-4641-933d-f3007bad522a"
"primetime-master/TVSDK-3.0-for-iOS/r_psdk_ios_3.0_sample-rule-files.xml","c959a1cd-2f83-4cbe-8f42-a51e7b925ec7"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_how-tvsdk-applies-csr.xml","b54eda0d-0dd6-43fe-9f80-8d8eb8456f9a"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_tokenized_segment_streams.xml","ee01b541-30c0-448b-8c22-c4e6543d1fcc"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_content_resolver.xml","0546c7c2-0a34-4a55-99ae-248b68e1ceeb"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_content-resolver-about.xml","86f14876-a8dd-4f93-b6b5-c4eaed28a14e"
"primetime-master/TVSDK-3.0-for-iOS/t_psdk_ios_3.0_content-resolver-implement-ios.xml","b8e952b6-bc91-44ae-bb03-d7586a2200aa"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_delete_replace_content_vod.xml","78531c48-c351-4f01-9b16-44f1db143756"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_ad-deletion-replacement-api-changes-ios.xml","157f9940-df3c-4938-b35c-fa2b1c12eab9"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_ad_delete_replace_use_cases.xml","cf101dc4-e639-48d8-ab52-41b8712498f7"
"primetime-master/TVSDK-3.0-for-iOS/t_psdk_ios_3.0_mark-ranges-ios.xml","c4b67513-6fea-4e6c-bf98-9982f6b0ec2e"
"primetime-master/TVSDK-3.0-for-iOS/t_psdk_ios_3.0_replace_ranges_ios.xml","49a20df7-48e5-4742-9a31-9ace2aeeaf1d"
"primetime-master/TVSDK-3.0-for-iOS/t_psdk_ios_3.0_delete_ranges_ios.xml","b5b4c2d8-7cff-4655-9fc6-6d8022e5b62c"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_blackouts-handle-ios.xml","ecef7079-27a8-4174-8768-7ef226e16e84"
"primetime-master/TVSDK-3.0-for-iOS/c_ios_blackouts-handle-ios.xml","760c9c46-5894-4bd9-9b56-f9d171ab50e7"
"primetime-master/TVSDK-3.0-for-iOS/c_ios_blackout_apis.xml","4cbe6a3c-a8f2-4a85-a230-03a901f45ddf"
"primetime-master/TVSDK-3.0-for-iOS/t_psdk_ios_3.0_blackouts-implement-handling-ios.xml","4e72e891-b755-4d90-8838-3e4cc47051c1"
"primetime-master/TVSDK-3.0-for-iOS/c_ios_closed-captioning-and-subtitles-ios.xml","74342f0f-6c0d-46dc-ab8c-b74d2db3ffef"
"primetime-master/TVSDK-3.0-for-iOS/c_ios_closed-captioning-and-subtitles-reqts-ios.xml","4163ce32-3153-4cdf-a330-fe108f4b8807"
"primetime-master/TVSDK-3.0-for-iOS/t_ios_subtitles-exposing-ios.xml","41137461-f2a6-4841-9170-afbb5afa76b9"
"primetime-master/TVSDK-3.0-for-iOS/t_psdk_ios_3.0_closed-captions-exposing-ios.xml","32db6492-23e6-421e-9c0b-f7f6710a1c44"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_alternate-audio.xml","5912c7c9-2f00-4e75-ba76-52d0840e3f55"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_alternate-audio-in-playlist.xml","4fa2db0c-d0b4-4615-94eb-8814cd50aff7"
"primetime-master/TVSDK-3.0-for-iOS/t_psdk_ios_3.0_alternate-audio-implement.xml","409051ad-5149-4100-95db-a493a71830d5"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_va_integration-overview.xml","076fa7b0-1b7d-40ed-87d7-8258e54c46cb"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_va_integration.xml","6c880326-b59b-4fda-856d-c4ebc44eb92d"
"primetime-master/TVSDK-3.0-for-iOS/t_psdk_ios_3.0_va_integrate-heartbeats.xml","7329e7e4-1574-4b54-b5c3-ae9310cc3c67"
"primetime-master/TVSDK-3.0-for-iOS/t_psdk_ios_3.0_va_custom-metadata.xml","324c4200-edba-4cfa-b89b-d92747bb120b"
"primetime-master/TVSDK-3.0-for-iOS/t_psdk_ios_3.0_va_chapter-support.xml","20eda10e-75e3-49fc-8383-9a4fa327c9ab"
"primetime-master/TVSDK-3.0-for-iOS/t_psdk_ios_3.0_imp-cust-time-updates.xml","1097af4b-98a7-432e-9553-17d3cd2bed03"
"primetime-master/TVSDK-3.0-for-iOS/t_psdk_ios_3.0_va-server-side-reporting-set-up.xml","69964e65-145f-4f60-ae8d-b5dc404d2adf"
"primetime-master/TVSDK-3.0-for-iOS/t_psdk_ios_3.0_va-reports-access.xml","d2d2d017-018a-4513-baad-4388a260f68a"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_drm-content-security.xml","1b6fde81-72d0-4326-91c1-9dfed215b19d"
"primetime-master/TVSDK-3.0-for-iOS/r_psdk_ios_3.0_drm-interface.xml","ecbc2887-f140-4e24-935e-19c3c0831c17"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_tvsdk-drm-workflow.xml","4c86232d-3a62-45b7-adca-63b352e967f5"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_apple_fairplay_tvsdk.xml","2a39c585-9e4f-4b6c-b658-d91ee461e553"
"primetime-master/TVSDK-3.0-for-iOS/t_psdk_ios_3.0_whitelist-your-ios-application.xml","61387f0e-e6c1-4a05-a3a8-918d8aed1d63"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_notification-system.xml","1ae11c1d-f5d2-481d-9c9d-b6eb27350bb6"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_notification-content.xml","aeecff08-9461-4d7d-8ac7-012b0b40a641"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_notification-setup.xml","3689c896-1247-4ad7-8b99-a495e848e38c"
"primetime-master/TVSDK-3.0-for-iOS/t_psdk_ios_3.0_listening-to-notifications.xml","f6281643-440a-4b5e-ac40-2a5d0e6b7222"
"primetime-master/TVSDK-3.0-for-iOS/t_psdk_ios_3.0_implementing-notification-callbacks.xml","e9d800fe-dfd8-44f9-83ca-67b96f4ad008"
"primetime-master/TVSDK-3.0-for-iOS/t_psdk_ios_3.0_adding-custom-notifications.xml","ecb5857f-3b3d-4306-b448-e9bd05fad269"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_customized-logging.xml","cc4d2d61-1547-416a-a7cb-111801be18cd"
"primetime-master/TVSDK-3.0-for-iOS/c_ios_customized-logging.xml","a0b1e695-4b72-4201-9e68-b52c56d5730f"
"primetime-master/TVSDK-3.0-for-iOS/t_ios_listening-to-logs.xml","0dbe1365-a13f-4720-a7dc-464547ab8d9c"
"primetime-master/TVSDK-3.0-for-iOS/t_psdk_ios_3.0_adding-new-log-messages.xml","257afe08-c0d8-4679-9709-3250f81541fb"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_understanding-failover.xml","5ce9d96e-b744-4b03-9708-e8b6b78a3734"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_billing.xml","d3a3d3aa-b82f-4801-b9d6-7a9aea525895"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_billing_metrics.xml","65f29594-aa67-4966-a9bf-c1d46c6cb91e"
"primetime-master/TVSDK-3.0-for-iOS/t_psdk_ios_3.0_billing_config.xml","f4046dfb-03fb-4295-8b75-b635ba302061"
"primetime-master/TVSDK-3.0-for-iOS/r_psdk_ios_3.0_billing-data-format.xml","f024acdd-5784-45e7-98cd-39c1b70288ba"
"primetime-master/TVSDK-3.0-for-iOS/c_psdk_ios_3.0_primetime-player-class-summary.xml","b05ef30c-806f-415e-8cb7-9a204724e696"
"primetime-master/TVSDK-3.0-for-iOS/r_psdk_ios_3.0_classes-media-player-ios.xml","36fdd006-e0b7-4ae2-9441-32a7307ab3fc"
"primetime-master/TVSDK-3.0-for-iOS/r_psdk_ios_3.0_classes-logging.xml","5489639f-9485-4839-9e0d-fc5ed03358d2"
